usuario,genero,minutos_reproducidos
u01617,Accion,131
u04088,Accion,156
u02354,Comedia,77
u08502,Romance,74
u07259,Drama,159
u06953,Accion,124
u04618,Accion,45
u03190,Accion,166
u07761,Comedia,40
u07630,Accion,61
u09612,Accion,129
u08422,Accion,101
u06301,Terror,91
u00334,Comedia,50
u09521,Terror,75
u07848,Comedia,45
u07121,Comedia,93
u08491,Drama,151
u07687,Accion,168
u06864,Accion,144
u02061,Documental,57
u00383,Suspenso,81
u07019,Romance,56
u01656,Accion,90
u08460,Drama,162
u08064,Comedia,103
u00675,Suspenso,171
u04060,Drama,186
u05954,Accion,122
u01051,Accion,127
u03331,Terror,107
u06037,Romance,56
u09697,Comedia,91
u06957,Comedia,49
u02849,Terror,77
u01041,Drama,128
u06562,Drama,157
u09277,Comedia,20
u03056,Accion,127
u09996,Comedia,35
u02194,Drama,113
u02750,Terror,107
u01030,Accion,105
u09055,Accion,111
u09466,Accion,107
u07513,Drama,142
u04528,Comedia,31
u06488,Terror,85
u04714,Suspenso,62
u01441,Drama,108
u08679,Suspenso,95
u08088,Drama,105
u04151,Drama,118
u01772,Drama,68
u07028,Drama,80
u06612,Accion,159
u09180,Drama,130
u05238,Terror,93
u05926,Drama,165
u03461,Comedia,40
u07781,Romance,65
u05538,Accion,85
u04960,Accion,102
u09361,Romance,89
u04277,Accion,162
u09252,Drama,68
u05517,Romance,88
u08724,Terror,41
u05350,Comedia,93
u01235,Accion,106
u10000,Accion,71
u08651,Terror,71
u06496,Terror,77
u05801,Drama,115
u00874,Drama,127
u03119,Comedia,64
u01560,Drama,104
u08302,Romance,80
u03024,Drama,93
u04583,Suspenso,109
u05849,Terror,86
u05677,Terror,65
u09930,Accion,143
u05403,Accion,88
u07196,Comedia,47
u05040,Comedia,68
u03587,Drama,153
u02860,Comedia,25
u06649,Comedia,83
u01278,Documental,123
u04997,Drama,181
u04337,Accion,164
u09694,Accion,111
u03545,Terror,72
u08618,Comedia,5
u07737,Romance,79
u02133,Terror,109
u05028,Suspenso,86
u07080,Accion,105
u02069,Comedia,31
u03765,Terror,91
u01710,Suspenso,132
u01161,Suspenso,130
u00023,Comedia,18
u03234,Drama,101
u04318,Accion,122
u06887,Romance,93
u07578,Comedia,9
u01952,Accion,104
u07726,Terror,83
u07270,Terror,85
u07049,Comedia,80
u07655,Comedia,91
u05427,Terror,99
u03129,Accion,126
u02726,Romance,96
u08004,Romance,95
u05260,Comedia,20
u05258,Terror,67
u04417,Drama,125
u02316,Terror,61
u08628,Romance,69
u06910,Comedia,12
u01075,Comedia,20
u00982,Suspenso,124
u05725,Accion,76
u08924,Accion,91
u01362,Accion,148
u00745,Romance,94
u06168,Drama,94
u03354,Accion,133
u04971,Comedia,42
u04816,Suspenso,69
u06402,Accion,90
u09646,Comedia,65
u05613,Romance,57
u09958,Accion,138
u04364,Documental,76
u04813,Comedia,42
u00447,Accion,83
u02723,Accion,93
u08432,Drama,170
u00117,Accion,208
u02314,Terror,75
u07474,Comedia,70
u07587,Romance,79
u02029,Accion,164
u04752,Comedia,43
u02040,Drama,93
u03645,Suspenso,127
u00587,Drama,116
u07185,Terror,103
u06156,Drama,183
u07027,Comedia,28
u02633,Comedia,46
u02131,Suspenso,85
u07827,Accion,106
u04479,Documental,25
u07755,Drama,58
u00984,Comedia,83
u00513,Suspenso,123
u09781,Drama,127
u04587,Terror,90
u07627,Accion,213
u03080,Suspenso,121
u02193,Romance,105
u01734,Accion,97
u05883,Accion,151
u07303,Comedia,120
u06975,Drama,95
u01445,Romance,87
u02116,Documental,82
u09470,Terror,72
u02823,Terror,54
u01380,Suspenso,113
u01763,Accion,175
u04878,Comedia,50
u08442,Terror,69
u09077,Romance,67
u03913,Romance,95
u05387,Accion,68
u04480,Romance,118
u09481,Romance,87
u00537,Accion,77
u01640,Accion,65
u02072,Comedia,24
u03656,Accion,148
u03199,Drama,118
u05294,Comedia,55
u02066,Accion,182
u05571,Suspenso,42
u05743,Accion,86
u00474,Terror,79
u05627,Documental,70
u04006,Drama,156
u02044,Suspenso,97
u07919,Accion,116
u06894,Comedia,29
u05931,Terror,94
u04320,Terror,112
u06344,Accion,144
u00133,Romance,102
u02896,Romance,117
u00231,Accion,129
u00705,Suspenso,91
u09093,Accion,121
u09539,Accion,104
u09185,Terror,98
u09651,Accion,117
u09970,Comedia,9
u08875,Comedia,26
u09723,Terror,87
u02851,Suspenso,63
u00825,Accion,58
u01845,Accion,155
u02846,Romance,115
u04475,Accion,84
u00764,Drama,197
u02769,Drama,74
u06349,Suspenso,92
u04454,Accion,131
u02297,Romance,111
u05001,Accion,169
u01173,Comedia,74
u06757,Accion,97
u02991,Accion,106
u06655,Accion,96
u08970,Accion,119
u07966,Terror,93
u08926,Documental,85
u05979,Terror,83
u05891,Accion,17
u03683,Accion,72
u06708,Terror,82
u09596,Comedia,71
u07378,Suspenso,95
u08024,Accion,85
u08657,Comedia,42
u08954,Comedia,36
u04753,Comedia,42
u07476,Terror,91
u01713,Terror,92
u06995,Documental,132
u02119,Drama,173
u01916,Suspenso,38
u01314,Accion,148
u09886,Drama,98
u02666,Drama,119
u09727,Suspenso,109
u00541,Suspenso,95
u03248,Accion,102
u00392,Accion,108
u00338,Drama,166
u06202,Comedia,9
u07776,Terror,94
u08465,Accion,106
u07505,Terror,99
u03599,Drama,108
u06868,Comedia,47
u09575,Drama,152
u07051,Romance,95
u09555,Suspenso,146
u04960,Suspenso,111
u02886,Accion,88
u03561,Comedia,90
u06521,Accion,118
u05808,Accion,85
u07437,Accion,140
u06298,Suspenso,117
u04378,Accion,144
u09614,Comedia,38
u03206,Accion,116
u01251,Comedia,31
u07464,Suspenso,139
u01164,Romance,62
u08191,Comedia,79
u02040,Comedia,77
u07377,Drama,126
u07250,Accion,146
u01784,Comedia,82
u09571,Suspenso,147
u04745,Accion,121
u09147,Comedia,30
u03494,Accion,90
u06123,Comedia,54
u05978,Accion,103
u06737,Comedia,61
u04952,Comedia,62
u07648,Accion,116
u03899,Suspenso,138
u06035,Terror,88
u06811,Comedia,37
u05401,Accion,85
u03797,Documental,33
u01364,Accion,155
u07575,Drama,150
u07743,Terror,107
u00392,Romance,126
u04197,Drama,71
u07134,Drama,98
u01855,Romance,115
u03487,Comedia,25
u06249,Comedia,42
u08402,Romance,102
u08794,Terror,95
u05464,Terror,89
u02949,Accion,147
u04597,Comedia,66
u06859,Comedia,50
u06708,Romance,106
u09921,Accion,70
u03212,Documental,100
u05015,Romance,92
u00308,Drama,96
u02924,Comedia,113
u08665,Terror,95
u01471,Suspenso,121
u00076,Accion,132
u00643,Suspenso,68
u05850,Accion,125
u02639,Comedia,71
u07007,Accion,36
u02539,Drama,188
u08444,Romance,128
u09941,Comedia,15
u08567,Suspenso,102
u03413,Drama,141
u05239,Suspenso,106
u09200,Romance,130
u00153,Comedia,82
u09740,Comedia,91
u07890,Accion,155
u03146,Romance,92
u08902,Terror,113
u07865,Comedia,5
u01181,Comedia,80
u01245,Accion,105
u00174,Accion,147
u07689,Comedia,52
u04860,Suspenso,149
u06688,Terror,110
u02544,Accion,27
u03213,Comedia,57
u05998,Accion,94
u00181,Comedia,30
u06987,Accion,154
u02428,Suspenso,49
u06132,Accion,152
u05492,Comedia,68
u03485,Comedia,24
u06835,Comedia,40
u06604,Romance,123
u05297,Comedia,62
u09055,Comedia,84
u08662,Comedia,88
u07147,Accion,186
u01804,Drama,112
u01827,Comedia,76
u06513,Drama,207
u06630,Terror,87
u04653,Suspenso,50
u00970,Terror,72
u09460,Drama,89
u04223,Terror,133
u05232,Terror,64
u01466,Comedia,71
u06415,Accion,141
u00663,Terror,77
u05527,Accion,125
u05973,Suspenso,81
u03994,Terror,101
u01261,Comedia,109
u04258,Documental,127
u01405,Terror,55
u09001,Drama,144
u03533,Comedia,76
u09497,Comedia,25
u07094,Comedia,68
u08161,Comedia,63
u05261,Accion,102
u01078,Terror,74
u09755,Suspenso,105
u08676,Accion,101
u00171,Terror,102
u06520,Drama,204
u05357,Accion,123
u01691,Comedia,7
u09715,Suspenso,148
u03091,Terror,104
u04161,Comedia,58
u02284,Terror,68
u00666,Comedia,39
u00289,Accion,56
u00422,Romance,117
u01029,Comedia,24
u05257,Accion,140
u03469,Drama,152
u08942,Suspenso,50
u02984,Terror,99
u05184,Comedia,21
u04800,Drama,128
u02589,Accion,123
u01801,Drama,180
u09941,Suspenso,116
u08952,Romance,101
u00218,Terror,86
u01998,Comedia,52
u09767,Comedia,27
u01757,Comedia,28
u05687,Terror,110
u01784,Accion,91
u08500,Comedia,33
u03096,Documental,43
u03443,Romance,75
u05698,Romance,82
u09922,Accion,96
u09335,Romance,66
u00062,Accion,135
u09213,Terror,150
u09616,Accion,122
u08744,Comedia,56
u07386,Comedia,55
u03008,Drama,156
u08759,Romance,138
u04943,Drama,146
u01008,Accion,67
u07257,Comedia,72
u07421,Accion,104
u05503,Comedia,14
u01637,Comedia,68
u08753,Comedia,56
u00362,Terror,58
u02820,Accion,72
u07555,Romance,90
u03312,Drama,161
u01849,Suspenso,83
u05435,Accion,95
u02672,Comedia,91
u09451,Documental,72
u08054,Drama,74
u06418,Comedia,60
u09365,Documental,90
u02616,Terror,81
u08884,Suspenso,97
u01918,Accion,32
u01928,Accion,102
u03142,Romance,93
u08178,Comedia,60
u01832,Terror,122
u07508,Comedia,52
u07409,Suspenso,100
u07069,Accion,140
u02757,Drama,140
u04259,Comedia,59
u03155,Terror,84
u05735,Drama,237
u03233,Terror,75
u05987,Comedia,29
u05994,Terror,95
u04336,Drama,70
u01966,Accion,91
u09928,Terror,88
u00671,Comedia,62
u03275,Suspenso,113
u01221,Romance,64
u09258,Romance,91
u06358,Suspenso,166
u08445,Accion,161
u04113,Documental,5
u03732,Drama,94
u04075,Romance,88
u08308,Terror,85
u06012,Accion,108
u01228,Drama,60
u00693,Comedia,60
u00812,Accion,130
u02036,Suspenso,81
u00151,Documental,34
u02294,Drama,95
u09274,Comedia,74
u08699,Accion,132
u03768,Accion,98
u09308,Suspenso,76
u07781,Accion,149
u09822,Romance,127
u01965,Comedia,36
u06045,Drama,66
u07566,Comedia,58
u04142,Documental,69
u08347,Comedia,41
u04607,Comedia,35
u05546,Suspenso,83
u00030,Accion,69
u00721,Accion,66
u09539,Documental,85
u03288,Accion,117
u03804,Accion,142
u06179,Terror,114
u02053,Comedia,37
u05126,Drama,81
u01271,Drama,210
u01117,Suspenso,81
u01815,Comedia,43
u06125,Suspenso,100
u04411,Drama,13
u03262,Accion,172
u08037,Terror,77
u04640,Accion,125
u06913,Accion,19
u02481,Drama,84
u05356,Comedia,5
u09756,Drama,111
u03271,Drama,102
u03493,Drama,169
u09757,Comedia,34
u06256,Comedia,77
u05228,Terror,106
u04531,Suspenso,128
u07636,Accion,113
u01897,Comedia,33
u02237,Comedia,11
u05685,Drama,88
u07867,Accion,94
u02055,Comedia,5
u03539,Drama,145
u01100,Accion,123
u02628,Accion,69
u07687,Accion,74
u08923,Suspenso,54
u06284,Comedia,36
u04563,Comedia,9
u01844,Accion,117
u01233,Terror,86
u00082,Comedia,106
u06915,Accion,127
u04192,Documental,96
u09288,Suspenso,115
u05172,Comedia,65
u04560,Accion,73
u05381,Drama,116
u09019,Suspenso,106
u01817,Suspenso,122
u02062,Comedia,18
u00717,Accion,194
u00564,Accion,110
u02329,Accion,141
u09426,Suspenso,101
u01317,Drama,98
u02758,Romance,103
u09625,Accion,86
u01428,Comedia,58
u05689,Suspenso,122
u07349,Drama,81
u02385,Comedia,40
u08416,Comedia,5
u08509,Drama,105
u08001,Comedia,30
u00293,Comedia,69
u01535,Comedia,82
u09744,Terror,119
u01392,Comedia,32
u01021,Comedia,34
u06148,Terror,77
u00620,Drama,72
u09489,Romance,126
u05098,Accion,113
u03754,Terror,102
u02658,Suspenso,95
u09873,Comedia,25
u08869,Comedia,52
u05378,Comedia,39
u07800,Romance,119
u05514,Comedia,54
u00783,Drama,64
u08506,Accion,100
u06574,Accion,140
u01717,Terror,44
u08446,Drama,130
u02872,Accion,110
u01699,Romance,98
u08356,Comedia,49
u08165,Comedia,5
u03402,Comedia,23
u06649,Drama,52
u08541,Drama,141
u00930,Suspenso,89
u04632,Comedia,48
u02229,Drama,68
u06683,Comedia,11
u05577,Drama,75
u07242,Drama,92
u09871,Terror,112
u01027,Suspenso,109
u06940,Drama,87
u07591,Accion,147
u04638,Accion,125
u09785,Drama,157
u00791,Accion,76
u09630,Suspenso,116
u08592,Romance,97
u02468,Comedia,71
u09502,Drama,135
u05477,Terror,61
u01104,Terror,109
u04864,Drama,137
u00860,Accion,175
u06548,Accion,113
u01486,Accion,118
u05229,Drama,173
u05925,Drama,89
u08659,Accion,77
u03281,Comedia,39
u04286,Romance,107
u07105,Accion,107
u05725,Drama,134
u09688,Terror,121
u02131,Comedia,59
u06858,Romance,103
u09508,Accion,109
u01184,Terror,88
u05427,Comedia,5
u05492,Accion,124
u06587,Comedia,24
u00767,Drama,103
u06935,Accion,122
u05776,Romance,76
u03650,Accion,176
u07016,Drama,116
u03910,Drama,185
u06858,Suspenso,154
u05090,Comedia,54
u07870,Drama,92
u06558,Romance,96
u00420,Accion,119
u00262,Drama,153
u00903,Romance,111
u07227,Accion,144
u00915,Suspenso,134
u00050,Accion,153
u07922,Suspenso,151
u02010,Suspenso,26
u00632,Accion,169
u01574,Accion,73
u07911,Comedia,64
u07569,Comedia,55
u08915,Drama,85
u02311,Accion,154
u08401,Accion,122
u00889,Accion,122
u06451,Suspenso,61
u08295,Comedia,5
u07660,Terror,46
u06753,Comedia,64
u06923,Terror,85
u04448,Accion,75
u02140,Accion,138
u08063,Terror,93
u05136,Romance,82
u08030,Accion,14
u01977,Comedia,16
u01869,Suspenso,100
u02066,Accion,103
u08007,Comedia,37
u01916,Accion,72
u08369,Drama,136
u03723,Accion,161
u08633,Drama,165
u06865,Terror,78
u02579,Drama,93
u05190,Accion,158
u07122,Accion,106
u02869,Documental,59
u08714,Terror,116
u01281,Suspenso,95
u05377,Accion,81
u06703,Suspenso,88
u03302,Romance,95
u02715,Accion,94
u07386,Comedia,7
u05002,Drama,105
u06062,Accion,64
u06536,Accion,90
u09185,Terror,92
u09150,Suspenso,79
u09117,Drama,105
u08245,Comedia,65
u03042,Drama,88
u07643,Comedia,28
u06131,Accion,96
u01585,Accion,138
u07792,Comedia,20
u03269,Drama,155
u08874,Accion,96
u08822,Suspenso,76
u03147,Drama,129
u01857,Drama,150
u04301,Accion,103
u05716,Documental,125
u02594,Comedia,39
u05473,Accion,93
u02574,Romance,96
u09548,Accion,116
u02817,Documental,107
u00776,Comedia,70
u04498,Terror,70
u04736,Comedia,69
u00735,Drama,114
u02115,Drama,119
u01174,Suspenso,71
u09429,Drama,140
u09765,Suspenso,88
u09717,Suspenso,97
u06947,Comedia,50
u09599,Drama,34
u05668,Suspenso,101
u01242,Romance,59
u03841,Accion,172
u05296,Suspenso,43
u05850,Drama,152
u02536,Drama,146
u09186,Comedia,56
u08539,Accion,99
u04590,Romance,118
u09703,Romance,97
u06221,Accion,91
u01959,Comedia,41
u09168,Drama,11
u02051,Drama,162
u02586,Accion,129
u07621,Accion,154
u00003,Documental,33
u05944,Documental,64
u02844,Drama,175
u02287,Comedia,22
u01268,Romance,94
u02475,Comedia,54
u08734,Comedia,12
u01426,Accion,93
u05637,Comedia,40
u00731,Drama,144
u08334,Terror,47
u02814,Documental,68
u05193,Suspenso,113
u00964,Terror,78
u08885,Accion,101
u07897,Comedia,11
u02463,Terror,98
u03387,Comedia,7
u06880,Terror,86
u02498,Terror,108
u02804,Comedia,70
u01218,Comedia,65
u00526,Accion,98
u07567,Comedia,61
u00281,Terror,100
u05578,Accion,79
u03420,Comedia,64
u03824,Accion,149
u01722,Comedia,32
u06522,Suspenso,126
u01784,Comedia,43
u08693,Suspenso,110
u00084,Terror,90
u05162,Comedia,64
u08226,Accion,92
u09390,Accion,190
u03800,Comedia,38
u03445,Drama,170
u06967,Comedia,42
u04053,Comedia,34
u04056,Terror,94
u05253,Accion,97
u03033,Accion,107
u05163,Drama,144
u04200,Accion,179
u03758,Comedia,8
u06305,Accion,222
u09029,Accion,87
u03855,Drama,76
u09770,Drama,121
u07055,Comedia,59
u06081,Accion,134
u06847,Comedia,5
u03128,Suspenso,100
u06946,Terror,103
u05314,Drama,117
u07633,Accion,125
u01910,Drama,133
u08261,Drama,167
u09870,Suspenso,134
u01228,Accion,128
u08004,Comedia,47
u03259,Accion,178
u04298,Drama,70
u00423,Romance,77
u07326,Romance,96
u09519,Accion,162
u01150,Comedia,51
u04013,Comedia,94
u07150,Drama,85
u08505,Terror,92
u07044,Accion,92
u07055,Accion,106
u00621,Comedia,5
u00594,Accion,140
u04540,Drama,157
u00612,Terror,93
u08819,Accion,84
u09619,Comedia,41
u07887,Comedia,107
u07724,Drama,99
u00502,Terror,109
u09366,Suspenso,58
u01928,Accion,121
u09541,Comedia,12
u03708,Drama,112
u03361,Drama,99
u08076,Terror,88
u07887,Drama,98
u02876,Comedia,5
u01578,Romance,83
u04298,Suspenso,111
u06716,Terror,109
u03434,Comedia,34
u02425,Accion,122
u06209,Documental,130
u00534,Terror,114
u07616,Comedia,20
u03455,Comedia,54
u05144,Accion,122
u03873,Terror,41
u06917,Drama,23
u01506,Drama,180
u09534,Comedia,96
u01759,Comedia,27
u01945,Suspenso,123
u05570,Comedia,47
u01556,Comedia,27
u06776,Accion,164
u01603,Suspenso,73
u09914,Accion,122
u02554,Accion,161
u04521,Drama,175
u08768,Accion,130
u00870,Documental,126
u01326,Drama,85
u06588,Accion,112
u02792,Accion,81
u09402,Romance,101
u04248,Drama,51
u06051,Comedia,20
u03607,Terror,107
u03964,Comedia,17
u05334,Accion,80
u03728,Terror,82
u08134,Comedia,23
u05607,Documental,12
u07866,Comedia,56
u03839,Accion,95
u09535,Drama,106
u09882,Accion,127
u09097,Suspenso,111
u04720,Comedia,11
u00536,Documental,123
u00687,Romance,93
u03773,Drama,138
u06757,Comedia,27
u08930,Documental,58
u01181,Comedia,48
u02914,Accion,153
u00788,Terror,85
u00773,Suspenso,133
u08428,Comedia,77
u04574,Comedia,56
u07547,Comedia,33
u00690,Accion,132
u07956,Romance,62
u05589,Suspenso,85
u05268,Terror,79
u08966,Suspenso,125
u08343,Accion,64
u09693,Comedia,57
u03234,Comedia,61
u09819,Suspenso,132
u09658,Accion,112
u08318,Accion,118
u04020,Drama,123
u04212,Comedia,60
u05987,Accion,92
u02588,Accion,86
u03209,Comedia,38
u07646,Terror,63
u03473,Accion,107
u05500,Terror,108
u04129,Drama,162
u06973,Comedia,82
u05085,Accion,139
u06949,Documental,49
u02061,Comedia,37
u07464,Romance,86
u03326,Drama,99
u04455,Drama,98
u00823,Comedia,33
u02062,Comedia,49
u08352,Drama,177
u00907,Comedia,52
u02787,Comedia,59
u09893,Accion,140
u06942,Comedia,68
u04429,Accion,97
u01574,Romance,89
u03251,Accion,180
u01342,Accion,59
u04705,Accion,137
u02078,Accion,128
u04530,Accion,60
u01031,Accion,85
u01831,Romance,118
u05565,Terror,99
u00784,Accion,87
u08907,Terror,63
u05029,Drama,61
u07477,Comedia,11
u08782,Comedia,98
u02711,Romance,98
u05498,Drama,97
u08379,Romance,170
u07519,Accion,146
u09244,Accion,80
u00490,Drama,156
u07166,Drama,169
u09560,Drama,64
u04787,Drama,115
u01746,Comedia,27
u07881,Accion,43
u06259,Comedia,59
u04899,Accion,78
u09355,Accion,133
u05175,Comedia,64
u08786,Romance,70
u02586,Drama,89
u00559,Accion,130
u08702,Comedia,40
u03569,Documental,57
u03610,Accion,64
u00313,Drama,189
u07377,Drama,124
u03192,Suspenso,93
u03663,Comedia,58
u01968,Comedia,5
u07209,Documental,76
u06133,Accion,108
u01792,Drama,26
u08024,Terror,62
u04050,Accion,149
u01610,Terror,57
u04612,Drama,93
u05055,Accion,88
u06095,Suspenso,106
u09738,Drama,162
u09827,Romance,93
u08224,Drama,104
u02633,Comedia,22
u02463,Drama,124
u06377,Suspenso,106
u04495,Comedia,27
u07346,Comedia,34
u06659,Accion,114
u00104,Drama,111
u06179,Comedia,45
u00627,Comedia,43
u06454,Accion,80
u06906,Drama,133
u09626,Accion,114
u03294,Accion,107
u07522,Accion,158
u05923,Comedia,65
u07906,Drama,124
u06384,Drama,162
u03697,Comedia,19
u00379,Terror,81
u03216,Suspenso,110
u04339,Drama,117
u03921,Comedia,44
u00069,Accion,81
u00716,Romance,103
u02966,Documental,31
u03642,Accion,98
u06951,Comedia,84
u01444,Accion,136
u04870,Drama,138
u04784,Drama,156
u08262,Accion,155
u05687,Romance,133
u09566,Romance,85
u06205,Terror,102
u03326,Terror,83
u02387,Comedia,64
u07006,Comedia,56
u06105,Drama,110
u03978,Drama,104
u02352,Comedia,49
u02667,Comedia,14
u07320,Suspenso,114
u05496,Comedia,5
u06428,Drama,99
u00282,Terror,80
u08854,Drama,178
u08672,Terror,97
u06763,Accion,185
u07076,Comedia,64
u05326,Drama,153
u08741,Suspenso,99
u08835,Documental,70
u09180,Suspenso,119
u07232,Accion,58
u00364,Accion,112
u07386,Comedia,28
u03688,Comedia,42
u06551,Accion,175
u04066,Terror,104
u05178,Romance,80
u03980,Comedia,34
u02313,Documental,68
u09542,Comedia,45
u09362,Comedia,46
u06512,Accion,163
u00591,Terror,91
u05959,Accion,98
u07148,Comedia,22
u07305,Accion,151
u08876,Drama,92
u00131,Accion,129
u03744,Drama,142
u06966,Accion,132
u01973,Accion,103
u06578,Suspenso,59
u02155,Suspenso,77
u02074,Documental,27
u04009,Accion,125
u02687,Comedia,69
u06522,Documental,120
u07816,Terror,118
u07192,Comedia,5
u08461,Accion,129
u02379,Suspenso,110
u07398,Comedia,57
u03260,Accion,101
u04843,Comedia,5
u05262,Accion,184
u03118,Accion,147
u08435,Suspenso,108
u04869,Terror,92
u05871,Terror,99
u05272,Drama,177
u04637,Terror,113
u02067,Romance,94
u06078,Accion,180
u03551,Accion,110
u03248,Drama,139
u08413,Comedia,59
u07726,Accion,83
u07761,Romance,127
u00583,Terror,128
u07910,Drama,17
u04421,Romance,92
u06779,Terror,79
u01441,Accion,120
u04119,Terror,109
u02427,Comedia,55
u09826,Drama,129
u08381,Accion,128
u07812,Comedia,44
u00642,Comedia,61
u04794,Comedia,22
u04937,Accion,107
u04124,Accion,66
u06817,Comedia,20
u07447,Accion,106
u03668,Comedia,102
u06007,Drama,147
u02847,Accion,66
u03630,Comedia,20
u03455,Drama,92
u01019,Comedia,39
u08749,Drama,77
u07775,Suspenso,63
u09007,Comedia,38
u09021,Drama,110
u05298,Suspenso,112
u08739,Comedia,41
u03493,Romance,125
u09272,Romance,60
u01595,Accion,84
u01945,Accion,142
u01556,Drama,141
u08880,Accion,186
u02959,Suspenso,93
u08766,Comedia,91
u05225,Accion,161
u00911,Terror,121
u09208,Terror,78
u05291,Drama,113
u08987,Accion,80
u01334,Suspenso,70
u02796,Romance,71
u04263,Romance,107
u06137,Accion,130
u07892,Drama,104
u09216,Terror,103
u00163,Accion,113
u02683,Drama,108
u05182,Accion,123
u03839,Suspenso,111
u03178,Suspenso,123
u09360,Drama,142
u04496,Romance,86
u03820,Comedia,53
u08550,Terror,76
u09448,Accion,117
u00679,Accion,128
u00446,Comedia,69
u01641,Romance,87
u06160,Suspenso,87
u08246,Terror,102
u07934,Terror,87
u04845,Accion,161
u03983,Accion,165
u08210,Comedia,38
u00772,Comedia,29
u06693,Comedia,54
u09512,Accion,148
u01599,Comedia,42
u07236,Drama,202
u07569,Romance,55
u03554,Suspenso,88
u06832,Comedia,32
u00019,Terror,75
u00309,Terror,86
u02855,Accion,94
u06076,Drama,143
u07260,Suspenso,118
u05581,Accion,123
u03491,Accion,62
u04425,Accion,145
u01361,Drama,163
u09634,Accion,92
u00783,Comedia,41
u07015,Drama,141
u01099,Accion,107
u00984,Documental,37
u08986,Terror,69
u02225,Comedia,90
u09974,Suspenso,70
u00772,Comedia,73
u07313,Terror,60
u08781,Drama,83
u00714,Comedia,70
u09297,Comedia,54
u03179,Accion,87
u02697,Accion,150
u07263,Drama,57
u03171,Suspenso,80
u05002,Suspenso,66
u00048,Drama,118
u08591,Accion,171
u01282,Accion,76
u06458,Accion,109
u04262,Accion,102
u03587,Comedia,24
u05112,Accion,129
u08673,Comedia,57
u04977,Accion,124
u05592,Comedia,30
u04795,Drama,117
u00237,Terror,74
u03773,Accion,104
u00817,Romance,152
